DATE,VALUE,VALUE_COMP,VARV,VARP,VARP_COMP,VARP_VAR,VALUE_D,VARV_D,VARP_D,TEXT,DATE_EXTRACT
2020-02-27,46654,48232.0,-1578.0,-0.03271686846906618,-0.0314081452325488,-0.0013087232365173798,46 654,-1 578,-3.27%,46 654 active cases as of 2020-02-27<br> (-3.27% vs yesterday),2022-03-17 09:35:14+0100
2020-02-28,44562,46654.0,-2092.0,-0.04484074248724654,-0.03271686846906618,-0.01212387401818036,44 562,-2 092,-4.48%,44 562 active cases as of 2020-02-28<br> (-4.48% vs yesterday),2022-03-17 09:35:14+0100
2020-02-29,43315,44562.0,-1247.0,-0.027983483685651452,-0.04484074248724654,0.016857258801595085,43 315,-1 247,-2.80%,43 315 active cases as of 2020-02-29<br> (-2.80% vs yesterday),2022-03-17 09:35:14+0100
2020-03-01,42705,43315.0,-610.0,-0.01408288121897726,-0.027983483685651452,0.013900602466674192,42 705,-610,-1.41%,42 705 active cases as of 2020-03-01<br> (-1.41% vs yesterday),2022-03-17 09:35:14+0100
2020-03-02,41711,42705.0,-994.0,-0.023275963001990398,-0.01408288121897726,-0.009193081783013137,41 711,-994,-2.33%,41 711 active cases as of 2020-03-02<br> (-2.33% vs yesterday),2022-03-17 09:35:14+0100
2020-03-03,41625,41711.0,-86.0,-0.002061806238162595,-0.023275963001990398,0.021214156763827804,41 625,-86,-0.21%,41 625 active cases as of 2020-03-03<br> (-0.21% vs yesterday),2022-03-17 09:35:14+0100
2020-03-04,40926,41625.0,-699.0,-0.016792792792792794,-0.002061806238162595,-0.0147309865546302,40 926,-699,-1.68%,40 926 active cases as of 2020-03-04<br> (-1.68% vs yesterday),2022-03-17 09:35:14+0100
2020-03-05,41035,40926.0,109.0,0.002663343595758198,-0.016792792792792794,0.019456136388550992,41 035,+109,+0.27%,41 035 active cases as of 2020-03-05<br> (+0.27% vs yesterday),2022-03-17 09:35:14+0100
2020-03-06,42787,41035.0,1752.0,0.0426952601437797,0.002663343595758198,0.040031916548021504,42 787,+1 752,+4.27%,42 787 active cases as of 2020-03-06<br> (+4.27% vs yesterday),2022-03-17 09:35:14+0100
2020-03-07,44313,42787.0,1526.0,0.03566503844625704,0.0426952601437797,-0.007030221697522661,44 313,+1 526,+3.57%,44 313 active cases as of 2020-03-07<br> (+3.57% vs yesterday),2022-03-17 09:35:14+0100
2020-03-08,45663,44313.0,1350.0,0.030465100534831764,0.03566503844625704,-0.005199937911425277,45 663,+1 350,+3.05%,45 663 active cases as of 2020-03-08<br> (+3.05% vs yesterday),2022-03-17 09:35:14+0100
2020-03-09,47871,45663.0,2208.0,0.0483542474213258,0.030465100534831764,0.017889146886494033,47 871,+2 208,+4.84%,47 871 active cases as of 2020-03-09<br> (+4.84% vs yesterday),2022-03-17 09:35:14+0100
2020-03-10,50594,47871.0,2723.0,0.056882037141484404,0.0483542474213258,0.008527789720158607,50 594,+2 723,+5.69%,50 594 active cases as of 2020-03-10<br> (+5.69% vs yesterday),2022-03-17 09:35:14+0100
2020-03-11,55352,50594.0,4758.0,0.09404277187018223,0.056882037141484404,0.037160734728697825,55 352,+4 758,+9.40%,55 352 active cases as of 2020-03-11<br> (+9.40% vs yesterday),2022-03-17 09:35:14+0100
2020-03-12,59836,55352.0,4484.0,0.08100881630293395,0.09404277187018223,-0.013033955567248276,59 836,+4 484,+8.10%,59 836 active cases as of 2020-03-12<br> (+8.10% vs yesterday),2022-03-17 09:35:14+0100
2020-03-13,71609,59836.0,11773.0,0.1967544621966709,0.08100881630293395,0.11574564589373694,71 609,+11 773,+19.68%,71 609 active cases as of 2020-03-13<br> (+19.68% vs yesterday),2022-03-17 09:35:14+0100
2020-03-14,79941,71609.0,8332.0,0.11635408956974681,0.1967544621966709,-0.08040037262692408,79 941,+8 332,+11.64%,79 941 active cases as of 2020-03-14<br> (+11.64% vs yesterday),2022-03-17 09:35:14+0100
2020-03-15,87307,79941.0,7366.0,0.09214295542962936,0.11635408956974681,-0.024211134140117455,87 307,+7 366,+9.21%,87 307 active cases as of 2020-03-15<br> (+9.21% vs yesterday),2022-03-17 09:35:14+0100
2020-03-16,99385,87307.0,12078.0,0.13833942295577675,0.09214295542962936,0.046196467526147394,99 385,+12 078,+13.83%,99 385 active cases as of 2020-03-16<br> (+13.83% vs yesterday),2022-03-17 09:35:14+0100
2020-03-17,111961,99385.0,12576.0,0.1265382099914474,0.13833942295577675,-0.011801212964329344,111 961,+12 576,+12.65%,111 961 active cases as of 2020-03-17<br> (+12.65% vs yesterday),2022-03-17 09:35:14+0100
2020-03-18,128237,111961.0,16276.0,0.14537204919570207,0.1265382099914474,0.01883383920425466,128 237,+16 276,+14.54%,128 237 active cases as of 2020-03-18<br> (+14.54% vs yesterday),2022-03-17 09:35:14+0100
2020-03-19,152786,128237.0,24549.0,0.19143460935611406,0.14537204919570207,0.04606256016041199,152 786,+24 549,+19.14%,152 786 active cases as of 2020-03-19<br> (+19.14% vs yesterday),2022-03-17 09:35:14+0100
2020-03-20,179956,152786.0,27170.0,0.17783042948961292,0.19143460935611406,-0.013604179866501143,179 956,+27 170,+17.78%,179 956 active cases as of 2020-03-20<br> (+17.78% vs yesterday),2022-03-17 09:35:14+0100
2020-03-21,206054,179956.0,26098.0,0.14502433928293582,0.17783042948961292,-0.0328060902066771,206 054,+26 098,+14.50%,206 054 active cases as of 2020-03-21<br> (+14.50% vs yesterday),2022-03-17 09:35:14+0100
2020-03-22,233333,206054.0,27279.0,0.13238762654449804,0.14502433928293582,-0.012636712738437778,233 333,+27 279,+13.24%,233 333 active cases as of 2020-03-22<br> (+13.24% vs yesterday),2022-03-17 09:35:14+0100
2020-03-23,273905,233333.0,40572.0,0.17388024840035485,0.13238762654449804,0.04149262185585681,273 905,+40 572,+17.39%,273 905 active cases as of 2020-03-23<br> (+17.39% vs yesterday),2022-03-17 09:35:14+0100
2020-03-24,303215,273905.0,29310.0,0.10700790420036144,0.17388024840035485,-0.06687234419999341,303 215,+29 310,+10.70%,303 215 active cases as of 2020-03-24<br> (+10.70% vs yesterday),2022-03-17 09:35:14+0100
2020-03-25,345935,303215.0,42720.0,0.14089012746730867,0.10700790420036144,0.03388222326694723,345 935,+42 720,+14.09%,345 935 active cases as of 2020-03-25<br> (+14.09% vs yesterday),2022-03-17 09:35:14+0100
2020-03-26,397590,345935.0,51655.0,0.1493199589518262,0.14089012746730867,0.008429831484517536,397 590,+51 655,+14.93%,397 590 active cases as of 2020-03-26<br> (+14.93% vs yesterday),2022-03-17 09:35:14+0100
2020-03-27,450395,397590.0,52805.0,0.13281269649639074,0.1493199589518262,-0.016507262455435462,450 395,+52 805,+13.28%,450 395 active cases as of 2020-03-27<br> (+13.28% vs yesterday),2022-03-17 09:35:14+0100
2020-03-28,507705,450395.0,57310.0,0.12724386371962387,0.13281269649639074,-0.005568832776766869,507 705,+57 310,+12.72%,507 705 active cases as of 2020-03-28<br> (+12.72% vs yesterday),2022-03-17 09:35:14+0100
2020-03-29,551415,507705.0,43710.0,0.08609330221289922,0.12724386371962387,-0.04115056150672465,551 415,+43 710,+8.61%,551 415 active cases as of 2020-03-29<br> (+8.61% vs yesterday),2022-03-17 09:35:14+0100
2020-03-30,597264,551415.0,45849.0,0.08314790130845189,0.08609330221289922,-0.0029454009044473373,597 264,+45 849,+8.31%,597 264 active cases as of 2020-03-30<br> (+8.31% vs yesterday),2022-03-17 09:35:14+0100
2020-03-31,656101,597264.0,58837.0,0.09851087626242332,0.08314790130845189,0.015362974953971431,656 101,+58 837,+9.85%,656 101 active cases as of 2020-03-31<br> (+9.85% vs yesterday),2022-03-17 09:35:14+0100
2020-04-01,716808,656101.0,60707.0,0.09252691277714864,0.09851087626242332,-0.0059839634852746765,716 808,+60 707,+9.25%,716 808 active cases as of 2020-04-01<br> (+9.25% vs yesterday),2022-03-17 09:35:14+0100
2020-04-02,776769,716808.0,59961.0,0.08365001506679613,0.09252691277714864,-0.008876897710352508,776 769,+59 961,+8.37%,776 769 active cases as of 2020-04-02<br> (+8.37% vs yesterday),2022-03-17 09:35:14+0100
2020-04-03,839240,776769.0,62471.0,0.08042416728782946,0.08365001506679613,-0.003225847778966673,839 240,+62 471,+8.04%,839 240 active cases as of 2020-04-03<br> (+8.04% vs yesterday),2022-03-17 09:35:14+0100
2020-04-04,871705,839240.0,32465.0,0.03868380916066918,0.08042416728782946,-0.04174035812716028,871 705,+32 465,+3.87%,871 705 active cases as of 2020-04-04<br> (+3.87% vs yesterday),2022-03-17 09:35:14+0100
2020-04-05,922682,871705.0,50977.0,0.058479646210587294,0.03868380916066918,0.019795837049918115,922 682,+50 977,+5.85%,922 682 active cases as of 2020-04-05<br> (+5.85% vs yesterday),2022-03-17 09:35:14+0100
2020-04-06,973991,922682.0,51309.0,0.055608541187538066,0.058479646210587294,-0.002871105023049228,973 991,+51 309,+5.56%,973 991 active cases as of 2020-04-06<br> (+5.56% vs yesterday),2022-03-17 09:35:14+0100
2020-04-07,1011751,973991.0,37760.0,0.03876832537466979,0.055608541187538066,-0.01684021581286828,1 011 751,+37 760,+3.88%,1 011 751 active cases as of 2020-04-07<br> (+3.88% vs yesterday),2022-03-17 09:35:14+0100
2020-04-08,1059461,1011751.0,47710.0,0.04715587135569918,0.03876832537466979,0.008387545981029393,1 059 461,+47 710,+4.72%,1 059 461 active cases as of 2020-04-08<br> (+4.72% vs yesterday),2022-03-17 09:35:14+0100
2020-04-09,1112969,1059461.0,53508.0,0.05050492656171393,0.04715587135569918,0.0033490552060147505,1 112 969,+53 508,+5.05%,1 112 969 active cases as of 2020-04-09<br> (+5.05% vs yesterday),2022-03-17 09:35:14+0100
2020-04-10,1168948,1112969.0,55979.0,0.05029699838899376,0.05050492656171393,-0.00020792817272016761,1 168 948,+55 979,+5.03%,1 168 948 active cases as of 2020-04-10<br> (+5.03% vs yesterday),2022-03-17 09:35:14+0100
2020-04-11,1210384,1168948.0,41436.0,0.035447256849748664,0.05029699838899376,-0.0148497415392451,1 210 384,+41 436,+3.54%,1 210 384 active cases as of 2020-04-11<br> (+3.54% vs yesterday),2022-03-17 09:35:14+0100
2020-04-12,1303881,1210384.0,93497.0,0.07724573358537457,0.035447256849748664,0.0417984767356259,1 303 881,+93 497,+7.72%,1 303 881 active cases as of 2020-04-12<br> (+7.72% vs yesterday),2022-03-17 09:35:14+0100
2020-04-13,1341808,1303881.0,37927.0,0.029087777182120148,0.07724573358537457,-0.04815795640325442,1 341 808,+37 927,+2.91%,1 341 808 active cases as of 2020-04-13<br> (+2.91% vs yesterday),2022-03-17 09:35:14+0100
2020-04-14,1393319,1341808.0,51511.0,0.03838924794009277,0.029087777182120148,0.009301470757972621,1 393 319,+51 511,+3.84%,1 393 319 active cases as of 2020-04-14<br> (+3.84% vs yesterday),2022-03-17 09:35:14+0100
2020-04-15,1426860,1393319.0,33541.0,0.024072735676467484,0.03838924794009277,-0.014316512263625285,1 426 860,+33 541,+2.41%,1 426 860 active cases as of 2020-04-15<br> (+2.41% vs yesterday),2022-03-17 09:35:14+0100
2020-04-16,1482986,1426860.0,56126.0,0.03933532371781394,0.024072735676467484,0.015262588041346455,1 482 986,+56 126,+3.93%,1 482 986 active cases as of 2020-04-16<br> (+3.93% vs yesterday),2022-03-17 09:35:14+0100
2020-04-17,1536225,1482986.0,53239.0,0.035899866890179676,0.03933532371781394,-0.003435456827634263,1 536 225,+53 239,+3.59%,1 536 225 active cases as of 2020-04-17<br> (+3.59% vs yesterday),2022-03-17 09:35:14+0100
2020-04-18,1582667,1536225.0,46442.0,0.0302312486777653,0.035899866890179676,-0.0056686182124143746,1 582 667,+46 442,+3.02%,1 582 667 active cases as of 2020-04-18<br> (+3.02% vs yesterday),2022-03-17 09:35:14+0100
2020-04-19,1621521,1582667.0,38854.0,0.02454969996847094,0.0302312486777653,-0.005681548709294361,1 621 521,+38 854,+2.45%,1 621 521 active cases as of 2020-04-19<br> (+2.45% vs yesterday),2022-03-17 09:35:14+0100
2020-04-20,1669263,1621521.0,47742.0,0.02944272692120546,0.02454969996847094,0.0048930269527345215,1 669 263,+47 742,+2.94%,1 669 263 active cases as of 2020-04-20<br> (+2.94% vs yesterday),2022-03-17 09:35:14+0100
2020-04-21,1702761,1669263.0,33498.0,0.020067538788075934,0.02944272692120546,-0.009375188133129528,1 702 761,+33 498,+2.01%,1 702 761 active cases as of 2020-04-21<br> (+2.01% vs yesterday),2022-03-17 09:35:14+0100
2020-04-22,1747667,1702761.0,44906.0,0.026372462136494787,0.020067538788075934,0.006304923348418853,1 747 667,+44 906,+2.64%,1 747 667 active cases as of 2020-04-22<br> (+2.64% vs yesterday),2022-03-17 09:35:14+0100
2020-04-23,1794665,1747667.0,46998.0,0.02689185067864759,0.026372462136494787,0.0005193885421528044,1 794 665,+46 998,+2.69%,1 794 665 active cases as of 2020-04-23<br> (+2.69% vs yesterday),2022-03-17 09:35:14+0100
2020-04-24,1821258,1794665.0,26593.0,0.014817807223075059,0.02689185067864759,-0.012074043455572532,1 821 258,+26 593,+1.48%,1 821 258 active cases as of 2020-04-24<br> (+1.48% vs yesterday),2022-03-17 09:35:14+0100
2020-04-25,1870544,1821258.0,49286.0,0.027061514623408656,0.014817807223075059,0.012243707400333597,1 870 544,+49 286,+2.71%,1 870 544 active cases as of 2020-04-25<br> (+2.71% vs yesterday),2022-03-17 09:35:14+0100
2020-04-26,1907835,1870544.0,37291.0,0.01993591169199976,0.027061514623408656,-0.007125602931408896,1 907 835,+37 291,+1.99%,1 907 835 active cases as of 2020-04-26<br> (+1.99% vs yesterday),2022-03-17 09:35:14+0100
2020-04-27,1945934,1907835.0,38099.0,0.01996975629443846,0.01993591169199976,3.3844602438701243e-05,1 945 934,+38 099,+2.00%,1 945 934 active cases as of 2020-04-27<br> (+2.00% vs yesterday),2022-03-17 09:35:14+0100
2020-04-28,1981737,1945934.0,35803.0,0.018398876837549476,0.01996975629443846,-0.0015708794568889857,1 981 737,+35 803,+1.84%,1 981 737 active cases as of 2020-04-28<br> (+1.84% vs yesterday),2022-03-17 09:35:14+0100
2020-04-29,2010399,1981737.0,28662.0,0.01446306951931563,0.018398876837549476,-0.003935807318233845,2 010 399,+28 662,+1.45%,2 010 399 active cases as of 2020-04-29<br> (+1.45% vs yesterday),2022-03-17 09:35:14+0100
2020-04-30,2023032,2010399.0,12633.0,0.006283827240264246,0.01446306951931563,-0.008179242279051386,2 023 032,+12 633,+0.63%,2 023 032 active cases as of 2020-04-30<br> (+0.63% vs yesterday),2022-03-17 09:35:14+0100
2020-05-01,2067860,2023032.0,44828.0,0.022158819039936096,0.006283827240264246,0.01587499179967185,2 067 860,+44 828,+2.22%,2 067 860 active cases as of 2020-05-01<br> (+2.22% vs yesterday),2022-03-17 09:35:14+0100
2020-05-02,2099658,2067860.0,31798.0,0.01537724991053553,0.022158819039936096,-0.006781569129400566,2 099 658,+31 798,+1.54%,2 099 658 active cases as of 2020-05-02<br> (+1.54% vs yesterday),2022-03-17 09:35:14+0100
2020-05-03,2137374,2099658.0,37716.0,0.017962925390706486,0.01537724991053553,0.002585675480170956,2 137 374,+37 716,+1.80%,2 137 374 active cases as of 2020-05-03<br> (+1.80% vs yesterday),2022-03-17 09:35:14+0100
2020-05-04,2176032,2137374.0,38658.0,0.01808668019728882,0.017962925390706486,0.00012375480658233587,2 176 032,+38 658,+1.81%,2 176 032 active cases as of 2020-05-04<br> (+1.81% vs yesterday),2022-03-17 09:35:14+0100
2020-05-05,2213238,2176032.0,37206.0,0.017098094145674328,0.01808668019728882,-0.0009885860516144936,2 213 238,+37 206,+1.71%,2 213 238 active cases as of 2020-05-05<br> (+1.71% vs yesterday),2022-03-17 09:35:14+0100
2020-05-06,2250985,2213238.0,37747.0,0.017055102072167566,0.017098094145674328,-4.299207350676182e-05,2 250 985,+37 747,+1.71%,2 250 985 active cases as of 2020-05-06<br> (+1.71% vs yesterday),2022-03-17 09:35:14+0100
2020-05-07,2294445,2250985.0,43460.0,0.01930710333476234,0.017055102072167566,0.0022520012625947723,2 294 445,+43 460,+1.93%,2 294 445 active cases as of 2020-05-07<br> (+1.93% vs yesterday),2022-03-17 09:35:14+0100
2020-05-08,2342517,2294445.0,48072.0,0.02095147192458307,0.01930710333476234,0.0016443685898207307,2 342 517,+48 072,+2.10%,2 342 517 active cases as of 2020-05-08<br> (+2.10% vs yesterday),2022-03-17 09:35:14+0100
2020-05-09,2368580,2342517.0,26063.0,0.011126066534415759,0.02095147192458307,-0.00982540539016731,2 368 580,+26 063,+1.11%,2 368 580 active cases as of 2020-05-09<br> (+1.11% vs yesterday),2022-03-17 09:35:14+0100
2020-05-10,2405848,2368580.0,37268.0,0.01573432182995719,0.011126066534415759,0.00460825529554143,2 405 848,+37 268,+1.57%,2 405 848 active cases as of 2020-05-10<br> (+1.57% vs yesterday),2022-03-17 09:35:14+0100
2020-05-11,2431354,2405848.0,25506.0,0.010601667270750272,0.01573432182995719,-0.005132654559206917,2 431 354,+25 506,+1.06%,2 431 354 active cases as of 2020-05-11<br> (+1.06% vs yesterday),2022-03-17 09:35:14+0100
2020-05-12,2473455,2431354.0,42101.0,0.017315865974267836,0.010601667270750272,0.006714198703517565,2 473 455,+42 101,+1.73%,2 473 455 active cases as of 2020-05-12<br> (+1.73% vs yesterday),2022-03-17 09:35:14+0100
2020-05-13,2496571,2473455.0,23116.0,0.009345631919723625,0.017315865974267836,-0.00797023405454421,2 496 571,+23 116,+0.93%,2 496 571 active cases as of 2020-05-13<br> (+0.93% vs yesterday),2022-03-17 09:35:14+0100
2020-05-14,2546400,2496571.0,49829.0,0.019958975731112796,0.009345631919723625,0.01061334381138917,2 546 400,+49 829,+2.00%,2 546 400 active cases as of 2020-05-14<br> (+2.00% vs yesterday),2022-03-17 09:35:14+0100
2020-05-15,2588807,2546400.0,42407.0,0.016653707194470624,0.019958975731112796,-0.0033052685366421718,2 588 807,+42 407,+1.67%,2 588 807 active cases as of 2020-05-15<br> (+1.67% vs yesterday),2022-03-17 09:35:14+0100
2020-05-16,2621896,2588807.0,33089.0,0.012781563090643683,0.016653707194470624,-0.003872144103826941,2 621 896,+33 089,+1.28%,2 621 896 active cases as of 2020-05-16<br> (+1.28% vs yesterday),2022-03-17 09:35:14+0100
2020-05-17,2655760,2621896.0,33864.0,0.012915844106707512,0.012781563090643683,0.00013428101606382907,2 655 760,+33 864,+1.29%,2 655 760 active cases as of 2020-05-17<br> (+1.29% vs yesterday),2022-03-17 09:35:14+0100
2020-05-18,2687553,2655760.0,31793.0,0.011971337771485376,0.012915844106707512,-0.000944506335222136,2 687 553,+31 793,+1.20%,2 687 553 active cases as of 2020-05-18<br> (+1.20% vs yesterday),2022-03-17 09:35:14+0100
2020-05-19,2726857,2687553.0,39304.0,0.01462445577817442,0.011971337771485376,0.0026531180066890446,2 726 857,+39 304,+1.46%,2 726 857 active cases as of 2020-05-19<br> (+1.46% vs yesterday),2022-03-17 09:35:14+0100
2020-05-20,2767789,2726857.0,40932.0,0.015010688129227165,0.01462445577817442,0.0003862323510527444,2 767 789,+40 932,+1.50%,2 767 789 active cases as of 2020-05-20<br> (+1.50% vs yesterday),2022-03-17 09:35:14+0100
2020-05-21,2817220,2767789.0,49431.0,0.01785938162193722,0.015010688129227165,0.002848693492710056,2 817 220,+49 431,+1.79%,2 817 220 active cases as of 2020-05-21<br> (+1.79% vs yesterday),2022-03-17 09:35:14+0100
2020-05-22,2810461,2817220.0,-6759.0,-0.0023991736534597938,0.01785938162193722,-0.020258555275397015,2 810 461,-6 759,-0.24%,2 810 461 active cases as of 2020-05-22<br> (-0.24% vs yesterday),2022-03-17 09:35:14+0100
